#####################################################################
# Alchemist log file - simulation started at: 2024-12-17T17:32+0000 #
#####################################################################
#
# Algorithm = ff_linpro_c, CamHerdRatio = 1.0, NumberOfHerds = 2.0, Seed = 28.0
#
# The columns have the following meaning: 
# time 3-coverage 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] BodyCoverageOnlyCovered[mean] BodyCoverageOnlyCovered[variance] FovDistance[mean] FovDistance[variance] FovDistanceOnlyCovered[mean] FovDistanceOnlyCovered[variance] ClusteringDistance[mean] ClusteringDistance[variance] 
0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 60.0 0.0
0.01526496070689709 0.0 0.0 0.0 0.0 0.8054 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
10.015264960706897 0.0 0.0 0.0 185.0 2545.5287 0.05263157906320846 3.2877611855130953E-4 2.118082304107594 38.471420802950874 20.033791714636873 20.24694143633014 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
20.015264960706897 0.0 0.0 0.0 200.0 2388.178 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
30.015264960706897 0.0 0.0 0.0 200.0 2320.361 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
40.0152649607069 0.0 0.0 0.0 200.0 2297.8317 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
50.0152649607069 0.0 0.0 0.0 200.0 2261.8619 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
60.0152649607069 0.0 0.0 0.0 200.0 2238.825 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
70.0152649607069 0.0 0.0 0.0 200.0 2233.0788 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
80.0152649607069 0.0 0.0 0.0 200.0 2267.749 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
90.0152649607069 0.0 0.0 0.0 200.0 2304.863 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
100.0152649607069 0.0 0.0 0.0 200.0 2341.8574 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
110.0152649607069 0.0 0.0 0.0 200.0 2312.487 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
120.0152649607069 0.0 0.0 0.0 200.0 2247.847 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
130.0152649607069 0.0 0.0 0.0 200.0 2371.0435 0.058823529411764754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
140.0152649607069 0.0 0.0 0.0 200.0 2342.8646 0.0490197831752687 4.848200088706341E-4 3.441818270779469 59.78729281430576 20.416163763151324 21.416291391096344 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
150.0152649607069 0.0 0.0 0.0 200.0 2279.7782 0.032523108700354714 8.620311560058892E-4 9.62210777260787 115.82509909619198 22.48053236023211 23.474210162541475 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
160.0152649607069 0.0 0.0 0.0 200.0 2350.2972 0.03228530695521268 8.475289867937903E-4 10.79799432841252 141.12768862964631 24.947418920340287 26.81392942255649 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
170.0152649607069 0.0 0.0 0.0 200.0 2286.1492 0.034896329266228834 7.18266379685417E-4 12.07673304710215 177.16519064888163 28.443358384877072 30.576143496636416 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
180.0152649607069 0.0 0.0 0.1491 199.0335 2309.8066 0.058980156858781795 0.0029114793617237046 13.880843266679031 236.4352820683288 33.500967438726846 37.753274052790665 0.026716464513797673 0.004481357781887093 0.19035480966080842 5.335928436359401E-4 0.09920239103973187 0.06456863037079391 0.7068170361580896 0.02831314069858605 60.0 0.0
190.0152649607069 0.0 0.0 0.193 123.0622 2234.4772 0.07428878526414087 0.006985320046284525 14.338756813718646 253.63525670545133 35.31182001601165 39.62273973137875 0.0319185294218983 0.004581742707389565 0.17327201686173369 1.6961224465396476E-4 0.13047641415393127 0.08036332983909808 0.7083005339784839 0.024316024342657717 60.0 0.0
200.0152649607069 0.0 0.0 0.193 116.5341 2414.9323 0.07659681434285318 0.008215316612254013 14.35996486035753 254.9281422362635 35.03822316929928 39.79651815390798 0.03149291616272379 0.004452296137474014 0.17096154488335766 1.1951233644306941E-4 0.13031317080963176 0.08065914576205224 0.7074143558237153 0.02706202736166153 60.0 0.0
210.0152649607069 0.0 0.0 0.1491 108.1288 2276.7873 0.06503870651691868 0.004651306232232265 13.992975721867262 241.45021254305118 34.06099014184443 38.658337459037256 0.024756533234406835 0.003533880742968118 0.16601439933661055 4.151546765053697E-5 0.11335011784103133 0.07676689264382312 0.7601125549339748 0.019828165272080873 60.0 0.0
220.0152649607069 0.0 0.0 0.1667 119.5066 2270.4959 0.07061876359261869 0.006532740334478265 14.123675423580064 246.77380551260262 34.678958840245514 39.354153865479674 0.028371191060592788 0.004064067535391771 0.1702271463635567 2.4037591509688537E-5 0.12244686475871117 0.07920607831107981 0.7346811885522669 0.022452393127016475 60.0 0.0
230.0152649607069 0.0 0.0 0.1754 114.3231 2304.4036 0.06939232541583783 0.006012343442206702 14.08328077643514 245.32630688730953 34.53139420730234 39.4607793634876 0.028619438773797426 0.004135437459683505 0.17171663264278453 2.4068654431485363E-5 0.12224201679179453 0.07880737167236306 0.7334521007507672 0.02153666208119886 60.0 0.0
240.0152649607069 0.0 0.0 0.1667 114.36 2293.8707 0.06916435792967666 0.006481909419445762 14.079108316870952 245.1757741632495 34.25761972692074 40.32191274594307 0.02873062037924034 0.004166695039000966 0.17238372227544205 1.8381522376482845E-5 0.12200355962337245 0.07877772943785608 0.7320213577402346 0.023194908157592863 60.0 0.0
250.0152649607069 0.0 0.0 0.1667 114.3842 2269.7047 0.06970926319890224 0.006118563890537608 14.123473018329898 246.49472934814122 34.67502220911124 39.78500376175994 0.028843359183974064 0.004197383621542182 0.1730601551038444 5.494938627401365E-6 0.1253083340742566 0.08246200845838186 0.7518500044455395 0.02044250890954442 60.0 0.0
260.0152649607069 0.0 0.0 0.1754 117.8699 2244.7593 0.0735563263326658 0.0071623999268760445 14.264132661582362 251.50046387256737 34.85244006170299 40.16468135386568 0.030280540934223096 0.0043487194809887705 0.17259908332507168 6.542221858609613E-6 0.1331286228362318 0.08785302194421735 0.7588331501665215 0.022699196249822112 60.0 0.0
270.0152649607069 0.0 0.0 0.1667 114.3908 2377.3762 0.07235306208172586 0.0076776077337310684 14.22010750937577 249.859364972634 34.31215848313289 40.54551240460235 0.02863461856427059 0.0041384469879158035 0.1718077113856235 1.5440158409028402E-5 0.11903884642448913 0.0754754134962616 0.7142330785469347 0.025093386609772332 60.0 0.0
280.0152649607069 0.0 0.0 0.1667 112.433 2295.4841 0.07004773567311967 0.005948526865636393 14.224689783066127 249.22017730817075 34.60518926723905 39.49617931778949 0.028610088077938092 0.00413074739182233 0.17166052846762853 1.1571420795503305E-5 0.1213997906806755 0.07866833384247382 0.7283987440840529 0.027161860729545757 60.0 0.0
290.0152649607069 0.0 0.0 0.1667 117.8877 2310.8012 0.07032056479670838 0.005361165093094915 14.548851759824997 251.9085854497115 34.55622536430859 39.17410264638369 0.02699226989389199 0.0039219036243382755 0.17095104266131594 1.1580474306087252E-5 0.11859366001693354 0.07805110653298745 0.7510931801072457 0.015799157113569346 60.0 0.0
300.0152649607069 0.0 0.0 0.1667 117.8894 2301.754 0.08353444180575482 0.009049152787348958 15.623480195392338 265.09478529806375 35.6156953079077 40.207679821525105 0.02825279972854423 0.00402927570367022 0.1695167983712654 1.7908877168524958E-5 0.12421786973854969 0.08148512261615404 0.745307218431298 0.022926318503717603 60.0 0.0
310.0152649607069 0.0 0.1842 0.2982 124.9992 2348.5654 0.13434774137143987 0.022577227083646262 16.687542850276234 312.4420524608305 38.531394053580755 43.1337250240668 0.10249456850977415 0.027809159562183827 0.34365825912100745 0.009835958540986345 0.17247118563471345 0.09162282924595272 0.5782857400693333 0.07195059172000667 60.0 0.0
320.0152649607069 0.0 0.0 0.3772 140.1236 2290.1179 0.1818015599695506 0.033557105872558786 17.181688967815354 349.5958371272724 39.88220663551901 42.21637691327244 0.07741047446749524 0.010788010809765873 0.20522776951847577 0.0021686645625725136 0.2600908285983344 0.12407762681400998 0.6895431269816307 0.030651403789678105 60.0 0.0
330.0152649607069 0.0 0.0 0.3947 96.1984 2278.9905 0.1955346796320163 0.043543820331076885 17.166565573025675 360.26784845198137 40.87824262743152 43.088041303892986 0.07815644434390075 0.011449761942058755 0.20720545709778335 0.0034289936523367957 0.268413670792246 0.12993322978997837 0.7116083365189778 0.026692170392774536 60.0 0.0
340.0152649607069 0.0 0.0175 0.3596 115.9388 2264.8524 0.18551591740970386 0.04391047845386525 16.95685622643735 353.02391111095454 41.309583965074694 42.86821038723143 0.07379903842759125 0.011159511060925435 0.20519732635964397 0.0038889769409251053 0.25953864535774 0.1305762690044276 0.7216440383117649 0.027065467993096077 60.0 0.0
350.0152649607069 0.0 0.0263 0.3684 94.8713 2301.2393 0.20628417404317048 0.0553047704526332 17.287241970587836 367.5158144976735 42.113537815463395 43.70570998294342 0.06987787690937698 0.009280135238614026 0.18966852303973752 0.002302284270524087 0.25721680206761527 0.12325677470188526 0.6981598913263843 0.024350410039904444 60.0 0.0
360.0152649607069 0.0 0.0526 0.307 108.8417 2345.634 0.1675495130744457 0.04197321716543261 16.57907926847377 339.3458503200103 41.24485996826144 43.582255621887526 0.06374904737842321 0.010163501260480389 0.2018719833650068 0.0041337772898611775 0.2273297562262389 0.12097092902996678 0.71987756138309 0.025858483374674203 60.0 0.0
370.0152649607069 0.0 0.0263 0.3421 77.9584 2310.7564 0.18998319946137254 0.054472815602410296 16.958283959179642 356.03043118426837 42.33016016771709 45.06413593548892 0.06139869070213927 0.007850066823732358 0.17947309589856092 0.0015947781118269436 0.2415479338430607 0.12255054490800973 0.7060631912335621 0.02781851840058494 60.0 0.0
380.0152649607069 0.0 0.0175 0.3772 125.7929 2235.6061 0.21411160761121642 0.06740324947456242 17.424975967702874 376.0716460429055 43.049472736506345 46.664902686158925 0.06467300463780809 0.007206760327603341 0.17145866345837496 6.443543926102716E-4 0.2620558815794417 0.1245581994736217 0.6947528023268921 0.027345914663723776 60.0 0.0
390.0152649607069 0.0 0.0263 0.3684 128.8164 2365.7503 0.22029133806098908 0.0717820971032567 17.535442860029193 381.40896395299836 43.52767798966234 46.74032148088216 0.06356664511601927 0.007186556146864915 0.17253803674348087 5.465616035666567E-4 0.2607311005488777 0.12610900046730222 0.707698701489811 0.023535235108798222 60.0 0.0
400.0152649607069 0.0 0.0439 0.307 121.9552 2283.62 0.19228266784652404 0.06465384219156649 17.009949886926297 361.7663104952472 43.980664005120275 47.44440129151644 0.05487595606557531 0.0072491748058757 0.1787388283278739 0.0013025908797606577 0.2305236845643186 0.1275488638515751 0.7508485725809235 0.021736459842121476 60.0 0.0
410.0152649607069 0.0 0.1667 0.193 144.5874 2311.5446 0.12082103042720505 0.02469946372611499 15.60612709507853 301.1907966564915 38.08628723773472 43.29865159287431 0.043342012054209546 0.008143556922501903 0.2245904260990858 0.0011750211600011393 0.14638802551083274 0.09435817553511892 0.758556132192497 0.021260412754067568 60.0 0.0
420.0152649607069 0.0 0.1842 0.2018 95.3922 2282.8183 0.1298397570131689 0.030107711696265582 15.780059645053687 308.8234753094905 38.74622235967176 44.34381405135439 0.04680557636782263 0.009044216477758604 0.23199285677964265 0.0015394344945878617 0.14944337346411085 0.09340639900612657 0.740719329343854 0.021891995876152558 60.0 0.0
430.0152649607069 0.0 0.1842 0.2193 123.6975 2235.5059 0.1466339335476163 0.0393747666607881 16.127421716623136 323.5479178872798 39.83356206566798 46.07259560068958 0.05672324209143756 0.01197735981078127 0.24870959993938005 0.004478862080383786 0.16451318696632045 0.09923775730581376 0.721327050544636 0.0308439650282754 60.0 0.0
440.0152649607069 0.0 0.0175 0.3684 112.3455 2243.1484 0.22824464640179584 0.07603403774682087 17.868096469683383 385.4267883714133 43.20321995940848 47.23222972315314 0.06289466490759092 0.006921711616110151 0.17071409046346106 2.2168330638515298E-4 0.26599841304953625 0.13106748110447125 0.721995692563027 0.023976740399485597 60.0 0.0
450.0152649607069 0.0 0.0088 0.3684 86.8138 2299.8583 0.22984265814397464 0.07940250613384706 17.72449946910897 390.7581869347638 44.14655030119806 47.71998934480912 0.062108143640297986 0.006684311123521464 0.16857924702366595 3.6019086725575304E-5 0.2563974804881732 0.1245872377571096 0.6959360184678987 0.030023133243690697 60.0 0.0
460.0152649607069 0.0 0.0263 0.2895 108.2841 2282.8017 0.18567817487881824 0.06692463072607965 16.891807806735258 358.99080210024675 44.81895551249392 48.012387644505935 0.05007003155568957 0.006309362280707325 0.1729691999196549 3.578593928321542E-4 0.21945775343298352 0.12582916028369479 0.7581267845866703 0.023192944814804776 60.0 0.0
470.0152649607069 0.0 0.0877 0.2807 119.8484 2229.9187 0.1857745386765675 0.06560456459852658 16.909007309149487 359.3346404504265 43.28099649539586 48.00687657675872 0.049367914576718484 0.006409603142186313 0.1758731956795596 3.9744313594602547E-4 0.21164571696225087 0.12181544084027894 0.7539878666780188 0.02192658063842318 60.0 0.0
480.0152649607069 0.0 0.1316 0.2895 131.5893 2239.8308 0.2260221659673378 0.08575110703986674 17.97607338280362 395.28122018174685 47.40409053085927 48.69693487981308 0.052084457885602696 0.006810149147632267 0.17992812724117296 3.268336705768237E-4 0.19885817731851765 0.10749780472297878 0.6869646125548792 0.0338112795050876 60.0 0.0
490.0152649607069 0.0 0.1842 0.2368 139.6828 2287.3175 0.24556786793623786 0.09570566373962228 18.934572012642697 404.4459895620651 46.45971794663333 49.91499087337182 0.0404647307405072 0.00561223402863067 0.17742228093914697 9.600402340698292E-5 0.16121817220490264 0.09530600054063233 0.7068796781291885 0.029637411581401252 60.0 0.0
500.0152649607069 0.0 0.2018 0.2105 113.085 2309.7358 0.17346753558793362 0.057826898129596696 16.744325493371644 352.0020611730639 42.26490315989417 50.02773336877341 0.039822119243663974 0.006026738826164282 0.18915506640740387 1.344122806465868E-4 0.14156208277383128 0.08296954682273947 0.6724198931756987 0.03515366691668437 60.0 0.0
510.0152649607069 0.0 0.1754 0.2368 112.6651 2389.4804 0.14757091189606328 0.04044610982345583 16.184240617365965 325.9310738954842 39.47376878328644 47.53449942857651 0.04636331039185552 0.0072590341278085955 0.19575619943227887 0.001179503213915878 0.166133966184173 0.09788871364815947 0.7014545238887304 0.03549395827171286 60.0 0.0
520.0152649607069 0.0 0.1754 0.2105 118.2981 2345.918 0.1354494795974444 0.03326959336240315 15.954705808022982 315.57069632800403 38.394041740164816 45.61324064695167 0.04259458234252461 0.0070862884917787345 0.2023242661269919 0.0010929571461593666 0.15264013505106963 0.09482801571157215 0.7250406414925807 0.03283646288099609 60.0 0.0
