#####################################################################
# Alchemist log file - simulation started at: 2024-12-18T09:05+0000 #
#####################################################################
#
# Algorithm = ff_linpro_ac, CamHerdRatio = 1.0, NumberOfHerds = 4.0, Seed = 70.0
#
# The columns have the following meaning: 
# time 3-coverage 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] BodyCoverageOnlyCovered[mean] BodyCoverageOnlyCovered[variance] FovDistance[mean] FovDistance[variance] FovDistanceOnlyCovered[mean] FovDistanceOnlyCovered[variance] ClusteringDistance[mean] ClusteringDistance[variance] 
0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 60.0 0.0
0.0030802528686837416 0.0 0.0 0.0 0.0 1.0 0.011208574407080733 0.0 28.41584531244552 0.0 28.41584531244552 28.41584531244552 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN 60.0 0.0
10.003080252868685 0.0 0.063 0.2441 353.0233 2535.7722 0.09456054304540973 0.017012762261771817 22.626120886599033 195.68797663858058 37.71188355768372 40.344379216032465 0.08252092597883343 0.025745494874695535 0.33806959997780145 0.018858065880242882 0.17826073557612296 0.10128277482845766 0.7302939812312135 0.008802878980028954 60.0 0.0
20.003080252868685 0.0 0.2047 0.4803 310.7698 2536.4403 0.1995362659122017 0.06404241803266474 25.079435811392766 249.7694063977194 41.702256298131346 46.15215268310183 0.18611756536167004 0.04848413065768459 0.38749066886773925 0.022485972502106204 0.33634172117803984 0.1321376185801301 0.7002524358952633 0.018412478515332748 58.9150924343533 6.808793622029553E-6
30.003080252868685 0.2441 0.2441 0.4882 172.711 2444.8254 0.19320773252627355 0.04511386553788925 25.280761953384122 244.7491190584425 40.49599348756515 41.33661284865896 0.21925055220307701 0.07590580893808266 0.44911000209339974 0.05186453916179878 0.36164086734913975 0.14404366580193326 0.7407804863442057 0.012069336840151296 58.33411898812779 3.0448343605479636E-4
40.003080252868685 0.2441 0.2441 0.4882 83.1001 2574.3089 0.19388960433420122 0.04568711702931196 25.329509572046508 244.97919399391822 40.4156513581124 41.48021853134041 0.21121236579930355 0.0721439893529615 0.4326446847824444 0.051646699605779195 0.3581561630358964 0.1428443651813932 0.7336424629928846 0.015066934258732597 58.32956056243273 7.364771663044043E-10
50.003080252868685 0.2362 0.2441 0.4803 88.0134 2537.415 0.19537855659055825 0.046822719201056844 25.387913518789794 245.686663217929 40.55631748168742 41.96876925096447 0.20324750284481866 0.069993183890274 0.42315463707036016 0.052380050537643545 0.3501648651863293 0.1429137055334811 0.7290317685026856 0.019309339592586842 58.32954370832397 1.976748579712864E-15
60.003080252868685 0.2205 0.2441 0.4803 92.0965 2637.5401 0.19938161041600255 0.04994000525997629 25.473746263586197 247.39738440113828 40.67274152789196 42.4735470709211 0.1952513642358287 0.06736895485329869 0.40650693865492205 0.05416666741385302 0.3417300750332873 0.13889319391033414 0.711470811954549 0.02423163586315739 58.32954367626268 1.6593306398634545E-20
70.00308025286868 0.2205 0.2441 0.4646 100.5715 2504.0742 0.1940892692670732 0.049034250068450635 25.393231518565166 245.4254679590274 40.62513416987403 42.70471029131936 0.1896757726899833 0.06741314311266751 0.4082851378242014 0.05565540863035312 0.3363505495381281 0.14218815671748133 0.7240088100227503 0.023384413622999145 58.32954367623023 9.647663689398945E-26
80.00308025286868 0.2283 0.2362 0.4646 95.1548 2541.7176 0.20399317116828639 0.05706862475923553 25.578139596793758 250.28973585942165 40.80622189496343 45.29129833364664 0.1886107936851779 0.0676228152690722 0.4059927253901287 0.05712760745859861 0.3198747235195678 0.13475610266029456 0.6885438963895781 0.034524470999402944 58.32954367623025 3.3658065289429835E-29
